11
4 4 3
105 101 0 96
105 102 0 199
105 103 0 108
105 104 149 193
105 106 106 28
105 107 103 113
105 108 306 46
105 109 0 141
105 110 154 66
105 111 118 224
105 112 0 93
105 113 5 155
105 114 166 88
105 115 86 211
105 116 0 100
105 117 358 23
105 118 0 221
105 119 241 136
106 0 0 310
106 1 299 115
106 2 118 203
106 3 44 224
106 4 84 219
106 5 3 118
106 6 275 47
106 7 104 51
106 8 0 17
106 9 146 160
106 10 235 56
106 11 115 155
106 12 322 23
106 13 0 7
106 14 185 165
106 15 74 140
106 16 167 142
106 17 74 171
106 18 354 41
106 19 101 81
106 20 182 214
106 21 0 190
106 22 236 34
106 23 0 164
106 24 110 74
106 25 225 203
106 26 278 129
106 27 96 200
106 28 180 245
106 29 125 202
106 30 177 230
106 31 261 73
106 32 43 138
106 33 142 194
106 34 0 212
106 35 110 170
106 36 131 242
106 37 0 258
106 38 0 144
106 39 0 162
106 40 160 204
106 41 0 194
106 42 252 144
106 43 144 146
106 44 213 77
106 45 161 193
106 46 131 86
106 47 35 122
106 48 220 31
106 49 52 120
106 50 181 159
106 51 274 100
106 52 100 129
106 53 173 197
106 54 212 94
106 55 138 68
106 56 211 25
106 57 127 94
106 58 109 249
106 59 0 207
106 60 186 128
106 61 53 65
106 62 163 223
106 63 134 221
106 64 66 95
106 65 166 198
106 66 0 58
106 67 93 116
106 68 146 193
106 69 279 127
106 70 0 55
106 71 33 165
106 72 226 85
106 73 144 104
106 74 298 71
106 75 329 42
106 76 9 44
106 77 168 195
106 78 0 129
106 79 16 209
106 80 0 96
106 81 0 217
106 82 0 35
106 83 25 69
106 84 248 46
106 85 95 121
106 86 20 115
106 87 213 159
106 88 89 64
106 89 110 247
106 90 0 51
106 91 0 141
106 92 0 167
106 93 204 185
106 94 127 199
106 95 232 13
106 96 0 267
106 97 0 88
106 98 22 203
106 99 247 143
106 100 4 174
106 101 183 124
106 102 231 188
106 103 97 100
106 104 0 194
106 105 0 28
106 107 67 101
106 108 0 19
106 109 131 145
106 110 91 93
106 111 0 237
106 112 0 120
106 113 171 143
106 114 99 99
106 115 198 200
106 116 14 97
106 117 220 49
106 118 178 240
106 119 175 161
107 0 153 262
107 1 3 194
107 2 203 104
107 3 55 241
107 4 136 148
107 5 237 20
107 6 291 76
107 7 103 49
107 8 0 111
107 9 164 61
107 10 95 141
107 11 103 201
107 12 192 111
107 13 0 103
107 14 162 73
107 15 342 64
107 16 148 199
107 17 0 100
107 18 213 87
107 19 94 130
107 20 25 268
107 21 27 207
107 22 281 127
107 23 86 65
107 24 188 167
107 25 217 125
107 26 0 171
107 27 136 99
107 28 230 177
107 29 159 139
107 30 168 232
107 31 184 171
107 32 0 205
107 33 0 225
107 34 34 112
107 35 136 69
107 36 14 212
107 37 82 203
107 38 0 122
107 39 275 75
107 40 0 141
107 41 228 102
107 42 43 206
107 43 217 122
107 44 11 108
107 45 0 132
107 46 22 178
107 47 0 167
107 48 270 121
107 49 0 22
107 50 0 67
107 51 0 12
107 52 339 74
107 53 172 245
107 54 0 37
107 55 92 146
107 56 140 79
107 57 301 122
107 58 77 210
107 59 0 108
107 60 0 122
107 61 268 61
107 62 24 166
107 63 0 189
107 64 237 182
107 65 21 135
107 66 245 85
107 67 115 162
107 68 121 186
107 69 0 181
107 70 301 100
107 71 227 155
107 72 156 176
107 73 0 20
107 74 236 142
107 75 286 110
107 76 104 145
107 77 259 135
107 78 263 44
107 79 103 200
107 80 15 34
107 81 132 144
107 82 220 79
107 83 0 42
107 84 0 58
107 85 0 176
107 86 43 197
107 87 166 69
107 88 207 162
107 89 0 177
107 90 10 52
107 91 226 188
107 92 265 74
107 93 0 86
107 94 177 251
107 95 143 111
107 96 169 234
107 97 13 57
107 98 0 106
107 99 137 42
107 100 91 232
107 101 141 178
107 102 0 88
107 103 15 16
107 104 39 112
107 105 0 113
107 106 274 101
107 108 309 89
107 109 78 80
107 110 15 149
107 111 0 189
107 112 0 190
107 113 381 43
107 114 52 83
107 115 72 99
107 116 0 35
107 117 291 133
107 118 0 218
107 119 111 185
108 0 0 314
108 1 131 113
108 2 215 193
108 3 178 238
108 4 157 217
108 5 91 107
108 6 185 27
108 7 224 40
108 8 0 36
108 9 54 146
108 10 47 75
108 11 54 171
108 12 18 23
108 13 0 16
108 14 178 149
108 15 193 135
108 16 11 160
108 17 0 169
108 18 0 50
108 19 0 97
108 20 157 232
108 21 41 204
108 22 357 53
108 23 269 153
108 24 215 79
108 25 0 199
108 26 280 145
108 27 87 187
108 28 13 244
108 29 136 202
108 30 0 242
108 31 159 83
108 32 230 157
108 33 182 209
108 34 0 200
108 35 0 158
108 36 0 249
108 37 15 260
108 38 15 150
108 39 95 155
108 40 0 203
108 41 175 187
108 42 63 162
108 43 84 151
108 44 0 89
108 45 7 193
108 46 321 91
108 47 234 139
108 48 359 50
108 49 230 107
108 50 209 143
108 51 298 90
108 52 174 128
108 53 46 214
108 54 36 77
108 55 152 87
108 56 276 27
108 57 283 107
108 58 158 254
108 59 199 193
108 60 0 136
108 61 46 46
108 62 0 224
108 63 0 227
108 64 0 115
108 65 62 198
108 66 238 66
108 67 269 132
108 68 0 203
108 69 3 145
108 70 50 38
108 71 170 173
108 72 77 104
108 73 201 95
108 74 310 64
108 75 0 31
108 76 0 60
108 77 159 195
108 78 0 122
108 79 50 218
108 80 72 80
108 81 138 215
108 82 330 15
108 83 353 64
108 84 168 31
108 85 242 139
108 86 157 135
108 87 110 152
108 88 285 81
108 89 24 246
108 90 19 37
108 91 0 158
108 92 0 152
108 93 146 171
108 94 51 217
108 95 9 25
108 96 0 273
108 97 174 88
108 98 0 194
108 99 46 131
108 100 205 192
108 101 0 141
108 102 49 176
108 103 0 91
108 104 0 189
108 105 0 46
108 106 0 19
108 107 68 89
108 109 4 142
108 110 220 110
108 111 89 240
108 112 0 139
108 113 67 131
108 114 256 103
108 115 53 187
108 116 239 91
108 117 130 68
108 118 81 248
108 119 63 175
109 0 134 182
109 1 0 255
109 2 72 92
109 3 0 183
109 4 100 75
109 5 116 68
109 6 156 142
109 7 255 106
109 8 0 146
109 9 202 101
109 10 42 158
109 11 0 170
109 12 57 164
109 13 137 150
109 14 0 126
109 15 124 21
109 16 0 179
109 17 198 27
109 18 272 110
109 19 230 123
109 20 93 235
109 21 0 154
109 22 199 156
109 23 0 74
109 24 0 219
109 25 96 59
109 26 4 144
109 27 226 112
109 28 0 102
109 29 185 61
109 30 139 167
109 31 191 217
109 32 145 192
109 33 0 179
109 34 0 112
109 35 160 87
109 36 78 133
109 37 167 123
109 38 209 61
109 39 0 38
109 40 294 63
109 41 110 68
109 42 99 187
109 43 0 58
109 44 112 100
109 45 324 53
109 46 35 230
109 47 46 143
109 48 0 149
109 49 29 87
109 50 149 124
109 51 91 69
109 52 365 16
109 53 99 210
109 54 0 117
109 55 44 156
109 56 289 120
109 57 230 103
109 58 164 131
109 59 155 131
109 60 0 74
109 61 271 135
109 62 323 86
109 63 108 112
109 64 0 192
109 65 0 57
109 66 272 95
109 67 71 141
109 68 216 120
109 69 10 162
109 70 36 168
109 71 0 93
109 72 144 193
109 73 188 61
109 74 125 206
109 75 222 171
109 76 74 183
109 77 269 55
109 78 71 40
109 79 65 131
109 80 40 114
109 81 252 73
109 82 0 140
109 83 72 79
109 84 213 119
109 85 246 157
109 86 66 198
109 87 382 45
109 88 41 192
109 89 0 103
109 90 311 115
109 91 0 161
109 92 0 124
109 93 0 118
109 94 107 217
109 95 0 157
109 96 26 155
109 97 0 56
109 98 0 87
109 99 176 74
109 100 162 206
109 101 256 159
109 102 58 103
109 103 0 66
109 104 103 54
109 105 72 141
109 106 196 145
109 107 196 80
109 108 22 142
109 110 46 140
109 111 126 109
109 112 106 183
109 113 296 82
109 114 52 58
109 115 173 113
109 116 328 54
109 117 0 151
109 118 41 142
109 119 108 141
110 0 90 257
110 1 84 189
110 2 114 227
110 3 158 135
110 4 94 200
110 5 140 158
110 6 0 134
110 7 254 116
110 8 30 78
110 9 29 207
110 10 340 48
110 11 144 61
110 12 170 114
110 13 141 100
110 14 0 223
110 15 202 149
110 16 216 52
110 17 72 164
110 18 265 68
110 19 0 20
110 20 240 124
110 21 154 103
110 22 27 68
110 23 200 196
110 24 0 140
110 25 0 195
110 26 266 37
110 27 33 237
110 28 179 219
110 29 48 179
110 30 247 148
110 31 235 129
110 32 189 56
110 33 304 102
110 34 97 243
110 35 57 206
110 36 0 182
110 37 153 218
110 38 291 101
110 39 0 174
110 40 38 179
110 41 185 207
110 42 223 57
110 43 312 104
110 44 109 43
110 45 0 171
110 46 85 150
110 47 182 30
110 48 65 66
110 49 47 171
110 50 0 217
110 51 211 141
110 52 183 125
110 53 185 105
110 54 87 164
110 55 0 35
110 56 233 90
110 57 276 38
110 58 4 195
110 59 96 251
110 60 0 79
110 61 0 147
110 62 32 190
110 63 230 164
110 64 320 59
110 65 32 175
110 66 156 64
110 67 71 24
110 68 177 121
110 69 0 35
110 70 143 148
110 71 227 102
110 72 87 66
110 73 0 139
110 74 87 157
110 75 225 135
110 76 190 93
110 77 0 170
110 78 165 151
110 79 88 136
110 80 0 164
110 81 100 201
110 82 233 123
110 83 236 108
110 84 197 121
110 85 6 29
110 86 166 59
110 87 38 177
110 88 165 84
110 89 173 223
110 90 55 124
110 91 0 48
110 92 194 223
110 93 156 232
110 94 314 108
110 95 29 99
110 96 0 205
110 97 0 100
110 98 155 223
110 99 49 181
110 100 128 85
110 101 0 31
110 102 107 226
110 103 284 139
110 104 89 193
110 105 295 66
110 106 297 93
110 107 104 149
110 108 248 110
110 109 8 140
110 111 114 192
110 112 236 43
110 113 205 186
110 114 36 84
110 115 67 238
110 116 58 123
110 117 0 50
110 118 50 174
110 119 269 74
111 0 329 74
111 1 3 352
111 2 220 160
111 3 231 147
111 4 279 62
111 5 102 175
111 6 8 246
111 7 31 210
111 8 131 233
111 9 138 199
111 10 185 230
111 11 56 186
111 12 30 259
111 13 91 244
111 14 46 225
111 15 0 127
111 16 205 206
111 17 63 93
111 18 114 197
111 19 0 183
111 20 176 232
111 21 0 137
111 22 0 237
111 23 82 166
111 24 0 309
111 25 136 87
111 26 0 173
111 27 0 192
111 28 248 51
111 29 106 55
111 30 52 116
111 31 0 304
111 32 113 225
111 33 162 167
111 34 101 181
111 35 147 178
111 36 0 43
111 37 310 26
111 38 321 96
111 39 266 127
111 40 179 53
111 41 48 131
111 42 0 216
111 43 122 93
111 44 113 169
111 45 261 60
111 46 0 321
111 47 95 177
111 48 0 231
111 49 173 195
111 50 154 224
111 51 200 178
111 52 0 117
111 53 0 209
111 54 55 226
111 55 81 222
111 56 145 215
111 57 225 160
111 58 323 28
111 59 36 212
111 60 16 116
111 61 160 241
111 62 247 29
111 63 166 39
111 64 0 251
111 65 237 58
111 66 218 180
111 67 0 179
111 68 0 89
111 69 0 195
111 70 0 272
111 71 206 92
111 72 68 257
111 73 26 169
111 74 0 305
111 75 41 271
111 76 42 266
111 77 17 56
111 78 0 148
111 79 229 85
111 80 66 223
111 81 0 68
111 82 142 242
111 83 142 181
111 84 155 222
111 85 0 194
111 86 0 247
111 87 252 137
111 88 64 268
111 89 26 57
111 90 135 219
111 91 0 184
111 92 65 222
111 93 150 207
111 94 167 218
111 95 5 250
111 96 346 54
111 97 0 154
111 98 209 151
111 99 193 176
111 100 153 219
111 101 0 194
111 102 10 187
111 103 176 175
111 104 253 101
111 105 40 224
111 106 92 237
111 107 173 189
111 108 148 240
111 109 144 109
111 110 0 192
111 112 70 224
111 113 82 183
111 114 143 139
111 115 8 193
111 116 0 161
111 117 0 226
111 118 281 62
111 119 0 146
112 0 9 284
112 1 0 196
112 2 92 270
112 3 0 138
112 4 151 238
112 5 120 200
112 6 128 165
112 7 133 153
112 8 126 103
112 9 29 249
112 10 171 65
112 11 140 54
112 12 0 136
112 13 271 126
112 14 77 264
112 15 226 192
112 16 320 31
112 17 0 205
112 18 108 106
112 19 0 63
112 20 181 96
112 21 51 112
112 22 326 88
112 23 94 239
112 24 0 146
112 25 100 236
112 26 75 52
112 27 0 280
112 28 164 256
112 29 0 217
112 30 18 159
112 31 186 132
112 32 73 18
112 33 0 99
112 34 27 286
112 35 100 249
112 36 0 207
112 37 0 251
112 38 189 138
112 39 125 216
112 40 173 217
112 41 127 250
112 42 383 27
112 43 177 142
112 44 250 86
112 45 117 209
112 46 196 154
112 47 203 47
112 48 262 89
112 49 132 212
112 50 0 258
112 51 209 183
112 52 250 168
112 53 316 84
112 54 47 202
112 55 0 52
112 56 0 124
112 57 223 80
112 58 0 222
112 59 33 293
112 60 0 117
112 61 0 181
112 62 0 225
112 63 17 192
112 64 0 42
112 65 104 214
112 66 58 105
112 67 0 46
112 68 66 144
112 69 224 31
112 70 226 174
112 71 29 132
112 72 159 56
112 73 163 181
112 74 219 174
112 75 24 158
112 76 11 104
112 77 89 209
112 78 0 194
112 79 267 157
112 80 160 203
112 81 0 240
112 82 42 154
112 83 275 149
112 84 96 156
112 85 71 31
112 86 316 25
112 87 197 220
112 88 0 85
112 89 165 260
112 90 268 160
112 91 261 47
112 92 0 264
112 93 124 274
112 94 156 83
112 95 37 122
112 96 101 229
112 97 201 142
112 98 85 266
112 99 54 224
112 100 0 57
112 101 0 30
112 102 0 269
112 103 139 181
112 104 0 235
112 105 0 93
112 106 0 120
112 107 114 190
112 108 0 139
112 109 68 183
112 110 181 43
112 111 93 224
112 113 0 228
112 114 294 127
112 115 107 281
112 116 87 165
112 117 0 71
112 118 165 196
112 119 297 87
113 0 42 253
113 1 51 232
113 2 0 65
113 3 47 261
113 4 239 132
113 5 198 28
113 6 263 115
113 7 0 92
113 8 53 154
113 9 43 22
113 10 198 182
113 11 182 232
113 12 0 153
113 13 0 145
113 14 287 45
113 15 0 61
113 16 44 234
113 17 31 91
113 18 30 128
113 19 92 166
113 20 113 299
113 21 122 229
113 22 115 169
113 23 62 26
113 24 41 209
113 25 244 105
113 26 220 203
113 27 299 56
113 28 231 160
113 29 231 129
113 30 94 247
113 31 68 213
113 32 154 242
113 33 46 251
113 34 294 70
113 35 107 27
113 36 189 213
113 37 192 192
113 38 0 137
113 39 205 57
113 40 130 132
113 41 7 71
113 42 20 241
113 43 89 136
113 44 99 143
113 45 302 123
113 46 126 219
113 47 131 200
113 48 0 164
113 49 31 25
113 50 44 42
113 51 52 46
113 52 0 84
113 53 82 276
113 54 92 65
113 55 15 187
113 56 231 122
113 57 36 154
113 58 0 208
113 59 134 66
113 60 0 144
113 61 0 98
113 62 0 156
113 63 108 193
113 64 0 223
113 65 159 126
113 66 0 123
113 67 180 195
113 68 85 200
113 69 0 216
113 70 89 138
113 71 199 171
113 72 67 218
113 73 362 47
113 74 176 181
113 75 171 150
113 76 158 188
113 77 148 127
113 78 133 43
113 79 0 212
113 80 0 61
113 81 57 127
113 82 6 120
113 83 305 82
113 84 0 100
113 85 213 210
113 86 0 236
113 87 171 47
113 88 0 205
113 89 184 158
113 90 291 94
113 91 125 220
113 92 376 43
113 93 199 46
113 94 46 282
113 95 0 154
113 96 3 233
113 97 47 87
113 98 0 69
113 99 370 8
113 100 0 265
113 101 0 213
113 102 0 45
113 103 0 48
113 104 80 90
113 105 237 155
113 106 20 143
113 107 10 43
113 108 78 131
113 109 182 82
113 110 0 186
113 111 107 183
113 112 3 228
113 114 110 109
113 115 0 57
113 116 225 63
113 117 249 174
113 118 0 223
113 119 0 211
114 0 0 212
114 1 0 213
114 2 75 143
114 3 45 159
114 4 212 125
114 5 0 84
114 6 33 112
114 7 31 77
114 8 99 96
114 9 238 131
114 10 0 101
114 11 0 123
114 12 202 121
114 13 291 105
114 14 171 151
114 15 260 65
114 16 207 127
114 17 279 83
114 18 211 59
114 19 327 65
114 20 110 190
114 21 107 125
114 22 0 102
114 23 134 115
114 24 130 171
114 25 92 115
114 26 110 94
114 27 237 156
114 28 85 150
114 29 104 107
114 30 157 152
114 31 257 167
114 32 0 138
114 33 89 143
114 34 247 161
114 35 0 126
114 36 102 147
114 37 239 160
114 38 84 48
114 39 276 90
114 40 53 108
114 41 74 123
114 42 249 135
114 43 215 49
114 44 0 43
114 45 15 98
114 46 133 183
114 47 0 92
114 48 50 96
114 49 100 101
114 50 0 146
114 51 190 71
114 52 0 42
114 53 0 166
114 54 0 112
114 55 80 99
114 56 0 77
114 57 113 48
114 58 245 152
114 59 227 171
114 60 374 40
114 61 44 113
114 62 54 125
114 63 212 125
114 64 27 135
114 65 248 103
114 66 88 42
114 67 167 88
114 68 113 108
114 69 285 109
114 70 268 136
114 71 70 76
114 72 125 135
114 73 145 66
114 74 0 167
114 75 276 134
114 76 124 131
114 77 224 99
114 78 194 70
114 79 0 123
114 80 242 110
114 81 236 125
114 82 209 106
114 83 175 52
114 84 0 89
114 85 153 104
114 86 72 141
114 87 34 93
114 88 38 137
114 89 130 152
114 90 55 88
114 91 32 111
114 92 82 151
114 93 0 154
114 94 0 172
114 95 31 111
114 96 185 171
114 97 375 26
114 98 285 140
114 99 47 104
114 100 260 157
114 101 0 106
114 102 10 145
114 103 0 68
114 104 249 111
114 105 222 88
114 106 0 99
114 107 113 83
114 108 107 103
114 109 0 58
114 110 225 84
114 111 102 139
114 112 46 127
114 113 248 109
114 115 0 157
114 116 117 49
114 117 0 95
114 118 139 148
114 119 0 103
115 0 8 253
115 1 0 284
115 2 231 34
115 3 79 296
115 4 253 132
115 5 248 84
115 6 96 170
115 7 162 149
115 8 31 210
115 9 96 42
115 10 74 238
115 11 0 279
115 12 26 209
115 13 79 202
115 14 174 55
115 15 255 95
115 16 8 284
115 17 0 108
115 18 17 184
115 19 22 218
115 20 0 346
115 21 72 268
115 22 43 226
115 23 44 42
115 24 51 264
115 25 0 105
115 26 175 251
115 27 0 1
115 28 72 156
115 29 283 138
115 30 22 277
115 31 97 269
115 32 13 293
115 33 0 292
115 34 0 20
115 35 0 32
115 36 0 230
115 37 0 193
115 38 106 174
115 39 0 77
115 40 253 141
115 41 287 62
115 42 57 291
115 43 0 172
115 44 176 194
115 45 0 136
115 46 4 274
115 47 152 249
115 48 24 220
115 49 195 80
115 50 212 60
115 51 21 102
115 52 224 122
115 53 0 321
115 54 0 116
115 55 0 242
115 56 0 178
115 57 213 204
115 58 122 220
115 59 160 19
115 60 50 185
115 61 0 151
115 62 0 163
115 63 185 212
115 64 0 279
115 65 148 137
115 66 0 177
115 67 34 245
115 68 36 232
115 69 0 266
115 70 199 191
115 71 36 206
115 72 0 274
115 73 114 101
115 74 140 234
115 75 46 204
115 76 110 244
115 77 154 140
115 78 299 87
115 79 0 241
115 80 97 113
115 81 0 126
115 82 190 176
115 83 0 137
115 84 174 156
115 85 73 261
115 86 55 291
115 87 307 68
115 88 0 262
115 89 254 152
115 90 137 150
115 91 62 268
115 92 64 51
115 93 233 24
115 94 89 328
115 95 169 210
115 96 0 246
115 97 0 138
115 98 136 43
115 99 237 59
115 100 34 313
115 101 0 263
115 102 346 12
115 103 217 103
115 104 188 91
115 105 204 211
115 106 47 200
115 107 267 99
115 108 0 187
115 109 183 113
115 110 31 238
115 111 0 193
115 112 87 281
115 113 59 57
115 114 0 157
115 116 0 116
115 117 0 230
115 118 62 244
115 119 105 253
116 0 12 235
116 1 0 203
116 2 15 110
116 3 103 206
116 4 146 128
116 5 249 36
116 6 136 88
116 7 167 53
116 8 60 102
116 9 116 85
116 10 144 124
116 11 4 170
116 12 294 114
116 13 294 101
116 14 282 103
116 15 146 44
116 16 110 171
116 17 287 79
116 18 99 70
116 19 0 103
116 20 24 237
116 21 23 173
116 22 208 115
116 23 169 75
116 24 125 170
116 25 294 108
116 26 40 140
116 27 127 115
116 28 72 156
116 29 146 115
116 30 222 197
116 31 4 170
116 32 175 179
116 33 0 191
116 34 271 123
116 35 302 84
116 36 59 180
116 37 199 177
116 38 153 87
116 39 0 65
116 40 138 117
116 41 44 98
116 42 152 178
116 43 42 87
116 44 96 80
116 45 163 106
116 46 182 181
116 47 0 137
116 48 109 109
116 49 83 52
116 50 18 98
116 51 335 23
116 52 0 43
116 53 97 214
116 54 0 68
116 55 204 127
116 56 0 72
116 57 181 92
116 58 130 180
116 59 246 128
116 60 225 87
116 61 331 81
116 62 29 140
116 63 47 157
116 64 255 164
116 65 185 111
116 66 327 62
116 67 263 132
116 68 72 151
116 69 121 153
116 70 233 115
116 71 92 120
116 72 0 160
116 73 0 17
116 74 68 153
116 75 53 119
116 76 195 139
116 77 261 109
116 78 160 33
116 79 199 165
116 80 205 66
116 81 0 125
116 82 23 87
116 83 297 28
116 84 355 65
116 85 105 147
116 86 7 175
116 87 132 63
116 88 133 152
116 89 0 156
116 90 84 61
116 91 257 158
116 92 201 103
116 93 166 109
116 94 41 219
116 95 12 109
116 96 225 202
116 97 203 24
116 98 47 109
116 99 147 58
116 100 12 202
116 101 259 150
116 102 160 104
116 103 109 20
116 104 84 98
116 105 15 100
116 106 0 97
116 107 103 35
116 108 0 91
116 109 263 54
116 110 297 123
116 111 61 161
116 112 140 165
116 113 13 63
116 114 226 49
116 115 154 116
116 117 119 116
116 118 26 185
116 119 95 151
117 0 78 295
117 1 272 140
117 2 26 226
117 3 223 185
117 4 0 221
117 5 0 146
117 6 0 95
117 7 100 88
117 8 0 32
117 9 175 193
117 10 141 8
117 11 0 109
117 12 166 66
117 13 98 55
117 14 99 204
117 15 258 154
117 16 0 94
117 17 40 178
117 18 55 46
117 19 0 46
117 20 44 166
117 21 131 153
117 22 243 18
117 23 0 190
117 24 331 91
117 25 51 210
117 26 68 87
117 27 0 229
117 28 0 244
117 29 0 201
117 30 225 196
117 31 0 81
117 32 62 89
117 33 162 151
117 34 0 239
117 35 173 198
117 36 75 222
117 37 172 250
117 38 290 130
117 39 94 178
117 40 55 202
117 41 82 212
117 42 195 95
117 43 91 133
117 44 281 57
117 45 103 193
117 46 97 102
117 47 0 80
117 48 273 18
117 49 110 154
117 50 0 197
117 51 40 128
117 52 0 135
117 53 0 150
117 54 55 136
117 55 246 19
117 56 192 57
117 57 326 68
117 58 105 232
117 59 39 240
117 60 0 110
117 61 176 112
117 62 104 218
117 63 202 202
117 64 192 50
117 65 181 197
117 66 158 57
117 67 172 73
117 68 71 165
117 69 36 81
117 70 0 103
117 71 0 142
117 72 0 44
117 73 0 129
117 74 265 108
117 75 267 88
117 76 0 45
117 77 143 193
117 78 226 149
117 79 90 181
117 80 198 138
117 81 81 220
117 82 214 83
117 83 136 93
117 84 265 88
117 85 79 75
117 86 186 67
117 87 245 178
117 88 0 42
117 89 110 247
117 90 215 93
117 91 116 97
117 92 0 205
117 93 196 219
117 94 262 151
117 95 47 52
117 96 0 246
117 97 0 98
117 98 83 225
117 99 152 171
117 100 0 126
117 101 39 77
117 102 0 218
117 103 110 127
117 104 0 205
117 105 226 23
117 106 56 49
117 107 285 133
117 108 183 68
117 109 0 151
117 110 0 50
117 111 0 226
117 112 10 71
117 113 156 174
117 114 0 95
117 115 38 230
117 116 260 116
117 118 40 216
117 119 0 123
118 0 0 90
118 1 12 353
118 2 0 213
118 3 55 90
118 4 67 120
118 5 195 209
118 6 44 260
118 7 36 225
118 8 186 232
118 9 0 242
118 10 119 218
118 11 0 148
118 12 11 264
118 13 15 248
118 14 40 267
118 15 71 162
118 16 101 171
118 17 159 136
118 18 10 200
118 19 68 170
118 20 237 182
118 21 124 90
118 22 0 231
118 23 144 211
118 24 74 306
118 25 37 142
118 26 0 145
118 27 81 243
118 28 0 114
118 29 298 107
118 30 65 57
118 31 0 298
118 32 122 192
118 33 300 118
118 34 174 235
118 35 0 224
118 36 73 20
118 37 4 83
118 38 89 100
118 39 20 171
118 40 0 104
118 41 0 183
118 42 0 181
118 43 0 100
118 44 0 164
118 45 12 108
118 46 76 317
118 47 161 151
118 48 103 227
118 49 0 229
118 50 0 265
118 51 0 206
118 52 0 144
118 53 198 161
118 54 74 253
118 55 99 207
118 56 154 222
118 57 211 150
118 58 127 39
118 59 149 262
118 60 268 112
118 61 0 261
118 62 0 88
118 63 20 31
118 64 65 230
118 65 129 108
118 66 115 183
118 67 185 155
118 68 130 53
118 69 196 165
118 70 0 284
118 71 256 76
118 72 0 239
118 73 228 198
118 74 111 311
118 75 61 279
118 76 66 260
118 77 202 104
118 78 73 182
118 79 0 39
118 80 144 250
118 81 44 126
118 82 116 254
118 83 182 198
118 84 63 237
118 85 55 166
118 86 140 221
118 87 0 181
118 88 142 256
118 89 0 120
118 90 0 236
118 91 6 150
118 92 163 265
118 93 138 254
118 94 0 169
118 95 0 251
118 96 379 34
118 97 183 170
118 98 220 205
118 99 46 216
118 100 0 177
118 101 0 166
118 102 90 236
118 103 69 202
118 104 171 154
118 105 0 221
118 106 173 240
118 107 105 218
118 108 0 248
118 109 122 142
118 110 222 174
118 111 0 62
118 112 39 196
118 113 22 223
118 114 233 148
118 115 74 244
118 116 53 185
118 117 0 216
118 119 318 109
119 0 109 198
119 1 143 263
119 2 56 233
119 3 200 63
119 4 0 174
119 5 77 186
119 6 134 195
119 7 47 168
119 8 0 148
119 9 0 233
119 10 283 122
119 11 33 41
119 12 91 183
119 13 105 168
119 14 0 254
119 15 171 157
119 16 94 62
119 17 113 155
119 18 0 126
119 19 143 80
119 20 307 96
119 21 0 30
119 22 7 140
119 23 213 212
119 24 189 214
119 25 90 180
119 26 5 38
119 27 165 252
119 28 14 185
119 29 0 153
119 30 191 75
119 31 33 202
119 32 265 83
119 33 181 40
119 34 0 253
119 35 198 224
119 36 157 122
119 37 184 172
119 38 0 81
119 39 202 178
119 40 0 152
119 41 0 207
119 42 110 72
119 43 198 84
119 44 0 88
119 45 0 147
119 46 31 223
119 47 382 45
119 48 163 138
119 49 186 204
119 50 0 249
119 51 56 174
119 52 9 131
119 53 73 71
119 54 54 210
119 55 10 109
119 56 172 150
119 57 150 69
119 58 277 139
119 59 87 269
119 60 320 68
119 61 0 203
119 62 209 153
119 63 249 109
119 64 0 124
119 65 22 150
119 66 44 113
119 67 75 51
119 68 23 59
119 69 226 56
119 70 0 213
119 71 38 58
119 72 205 134
119 73 0 169
119 74 121 229
119 75 0 203
119 76 221 167
119 77 156 145
119 78 20 169
119 79 281 70
119 80 0 209
119 81 141 177
119 82 81 185
119 83 0 149
119 84 136 176
119 85 276 58
119 86 0 112
119 87 59 185
119 88 94 157
119 89 80 190
119 90 237 177
119 91 235 41
119 92 126 253
119 93 0 254
119 94 0 79
119 95 208 169
119 96 267 143
119 97 150 128
119 98 0 227
119 99 100 204
119 100 263 74
119 101 266 57
119 102 13 242
119 103 98 171
119 104 0 184
119 105 11 136
119 106 147 161
119 107 0 185
119 108 0 175
119 109 118 141
119 110 141 74
119 111 107 146
119 112 0 87
119 113 3 211
119 114 259 103
119 115 71 253
119 116 0 151
119 117 230 123
119 118 219 109
150 22350 1
0 1 0 425
0 2 0 250
0 3 55 214
0 4 10 166
0 5 0 222
0 6 36 358
0 7 102 171
0 8 126 270
0 9 155 155
0 10 310 40
0 11 128 283
0 12 51 257
0 13 138 283
0 14 9 278
0 15 56 281
0 16 147 253
0 17 52 354
0 18 45 335
0 19 96 219
0 20 69 328
0 21 161 218
0 22 0 319
0 23 32 307
0 24 35 249
0 25 263 89
0 26 110 266
0 27 48 349
0 28 0 147
0 29 207 143
0 30 95 309
0 31 8 382
0 32 130 268
0 33 40 368
0 34 29 235
0 35 149 272
0 36 0 147
0 37 0 196
0 38 345 67
0 39 128 64
0 40 101 317
0 41 100 304
0 42 41 279
0 43 108 257
0 44 233 112
0 45 141 106
0 46 0 280
0 47 5 87
0 48 157 149
0 49 326 24
0 50 162 127
0 51 115 281
0 52 0 350
0 53 101 257
0 54 146 123
0 55 278 146
0 56 152 148
0 57 217 131
0 58 0 168
0 59 110 225
0 60 94 331
0 61 40 295
0 62 181 105
0 63 0 205
0 64 8 231
